datetime,value
2018-04-23 18:20:40.761,offline
2018-04-23 18:20:50.761,offline
2018-04-23 18:21:00.761,offline
2018-04-23 18:21:10.761,offline
2018-04-23 18:21:20.761,offline
2018-04-23 18:21:30.761,offline
2018-04-23 18:21:40.761,offline
2018-04-23 18:21:50.761,offline
2018-04-23 18:22:00.761,offline
2018-04-23 18:22:10.761,offline
2018-04-23 18:22:20.761,offline
2018-04-23 18:22:30.761,offline
2018-04-23 18:22:40.761,offline
2018-04-23 18:22:50.761,offline
2018-04-23 18:23:00.761,offline
2018-04-23 18:23:10.761,offline
2018-04-23 18:23:20.761,offline
2018-04-23 18:23:30.761,offline
2018-04-23 18:23:40.761,offline
2018-04-23 18:23:50.761,offline
2018-04-23 18:24:00.761,offline
2018-04-23 18:24:10.761,offline
2018-04-23 18:24:20.761,offline
2018-04-23 18:24:30.761,offline
2018-04-23 18:24:40.761,offline
2018-04-23 18:24:50.761,offline
2018-04-23 18:25:00.761,offline
2018-04-23 18:25:10.761,offline
2018-04-23 18:25:20.761,offline
2018-04-23 18:25:30.761,offline
2018-04-23 18:25:40.761,offline
2018-04-23 18:25:50.761,offline
2018-04-23 18:26:00.761,offline
2018-04-23 18:26:10.761,offline
2018-04-23 18:26:20.761,offline
2018-04-23 18:26:30.760,offline
2018-04-23 18:26:40.761,offline
2018-04-23 18:26:50.761,offline
2018-04-23 18:27:00.761,offline
2018-04-23 18:27:10.761,offline
2018-04-23 18:27:20.761,offline
2018-04-23 18:27:30.761,offline
2018-04-23 18:27:40.761,offline
2018-04-23 18:27:50.761,offline
2018-04-23 18:28:00.761,offline
2018-04-23 18:28:10.761,offline
2018-04-23 18:28:20.761,offline
2018-04-23 18:28:30.761,offline
2018-04-23 18:28:40.761,offline
2018-04-23 18:28:50.761,offline
2018-04-23 18:29:00.761,offline
2018-04-23 18:29:10.761,offline
2018-04-23 18:29:20.761,offline
2018-04-23 18:29:30.761,offline
2018-04-23 18:29:40.761,offline
2018-04-23 18:29:50.761,offline
2018-04-23 18:30:00.761,offline
2018-04-23 18:30:10.761,offline
2018-04-23 18:30:20.761,offline
2018-04-23 18:30:30.761,offline
2018-04-23 18:30:40.761,offline
2018-04-23 18:30:50.761,offline
2018-04-23 18:31:00.761,offline
2018-04-23 18:31:10.762,offline
2018-04-23 18:31:20.761,offline
2018-04-23 18:31:30.761,offline
2018-04-23 18:31:40.761,offline
2018-04-23 18:31:50.761,offline
2018-04-23 18:32:00.761,offline
2018-04-23 18:32:10.761,offline
2018-04-23 18:32:20.761,offline
2018-04-23 18:32:30.761,offline
2018-04-23 18:32:40.761,offline
2018-04-23 18:32:50.761,offline
2018-04-23 18:33:00.761,offline
2018-04-23 18:33:10.761,offline
2018-04-23 18:33:20.761,offline
2018-04-23 18:33:30.761,offline
2018-04-23 18:33:40.761,offline
2018-04-23 18:33:50.761,offline
2018-04-23 18:34:00.761,offline
2018-04-23 18:34:10.761,offline
2018-04-23 18:34:20.761,offline
2018-04-23 18:34:30.761,offline
2018-04-23 18:34:40.761,offline
2018-04-23 18:34:50.761,offline
2018-04-23 18:35:00.761,offline
2018-04-23 18:35:10.761,offline
2018-04-23 18:35:20.761,offline
2018-04-23 18:35:30.761,offline
2018-04-23 18:35:40.761,offline
2018-04-23 18:35:50.761,offline
2018-04-23 18:36:00.761,offline
2018-04-23 18:36:10.761,offline
2018-04-23 18:36:20.761,offline
2018-04-23 18:36:30.761,offline
2018-04-23 18:36:40.761,offline
2018-04-23 18:36:50.761,offline
2018-04-23 18:37:00.761,offline
2018-04-23 18:37:10.761,offline
2018-04-23 18:37:20.761,offline
2018-04-23 18:37:30.761,offline
2018-04-23 18:37:40.761,offline
2018-04-23 18:37:50.761,offline
2018-04-23 18:38:00.761,offline
2018-04-23 18:38:10.761,offline
2018-04-23 18:38:20.761,offline
2018-04-23 18:38:30.761,offline
2018-04-23 18:38:40.761,offline
2018-04-23 18:38:50.761,offline
2018-04-23 18:39:00.761,offline
2018-04-23 18:39:10.761,offline
2018-04-23 18:39:20.761,offline
2018-04-23 18:39:30.761,offline
2018-04-23 18:39:40.761,offline
2018-04-23 18:39:50.761,offline
2018-04-23 18:40:00.761,offline
2018-04-23 18:40:10.761,offline
2018-04-23 18:40:20.761,offline
2018-04-23 18:40:30.761,offline
2018-04-23 18:40:40.761,offline
2018-04-23 18:40:50.761,offline
2018-04-23 18:41:00.761,offline
2018-04-23 18:41:10.761,offline
2018-04-23 18:41:20.761,offline
2018-04-23 18:41:30.761,offline
2018-04-23 18:41:40.761,offline
2018-04-23 18:41:50.761,offline
2018-04-23 18:42:00.761,offline
2018-04-23 18:42:10.761,offline
2018-04-23 18:42:20.761,offline
2018-04-23 18:42:30.761,offline
2018-04-23 18:42:40.761,offline
2018-04-23 18:42:50.761,offline
2018-04-23 18:43:00.761,offline
2018-04-23 18:43:10.761,offline
2018-04-23 18:43:20.761,offline
2018-04-23 18:43:30.761,offline
2018-04-23 18:43:40.761,offline
2018-04-23 18:43:50.761,offline
2018-04-23 18:44:00.761,offline
2018-04-23 18:44:10.761,offline
2018-04-23 18:44:20.761,offline
2018-04-23 18:44:30.761,offline
2018-04-23 18:44:40.761,offline
2018-04-23 18:44:50.761,offline
2018-04-23 18:45:00.761,offline
2018-04-23 18:45:10.761,offline
2018-04-23 18:45:20.761,offline
2018-04-23 18:45:30.761,offline
2018-04-23 18:45:40.761,offline
2018-04-23 18:45:50.761,offline
2018-04-23 18:46:00.761,offline
2018-04-23 18:46:10.761,offline
2018-04-23 18:46:20.761,offline
2018-04-23 18:46:30.761,offline
2018-04-23 18:46:40.761,offline
2018-04-23 18:46:50.761,offline
2018-04-23 18:47:00.761,offline
2018-04-23 18:47:10.761,offline
2018-04-23 18:47:20.761,offline
2018-04-23 18:47:30.761,offline
2018-04-23 18:47:40.761,offline
2018-04-23 18:47:50.761,offline
2018-04-23 18:48:00.761,offline
2018-04-23 18:48:10.761,offline
2018-04-23 18:48:20.761,offline
2018-04-23 18:48:30.761,offline
2018-04-23 18:48:40.761,offline
2018-04-23 18:48:50.761,offline
2018-04-23 18:49:00.761,offline
2018-04-23 18:49:10.761,offline
2018-04-23 18:49:20.761,offline
2018-04-23 18:49:30.761,offline
2018-04-23 18:49:40.761,offline
2018-04-23 18:49:50.761,offline
2018-04-23 18:50:00.761,offline
2018-04-23 18:50:10.761,offline
2018-04-23 18:50:20.761,offline
2018-04-23 18:50:30.761,offline
2018-04-23 18:50:40.761,offline
2018-04-23 18:50:50.761,offline
2018-04-23 18:51:00.761,offline
2018-04-23 18:51:10.761,offline
2018-04-23 18:51:20.761,offline
2018-04-23 18:51:30.761,offline
2018-04-23 18:51:40.761,offline
2018-04-23 18:51:50.761,offline
2018-04-23 18:52:00.761,offline
2018-04-23 18:52:10.761,offline
2018-04-23 18:52:20.761,offline
2018-04-23 18:52:30.761,offline
2018-04-23 18:52:40.761,offline
2018-04-23 18:52:50.761,offline
2018-04-23 18:53:00.761,offline
2018-04-23 18:53:10.761,offline
2018-04-23 18:53:20.761,offline
2018-04-23 18:53:30.761,offline
2018-04-23 18:53:40.761,offline
2018-04-23 18:53:50.761,offline
2018-04-23 18:54:00.761,offline
2018-04-23 18:54:10.761,offline
2018-04-23 18:54:20.761,offline
2018-04-23 18:54:30.761,offline
2018-04-23 18:54:40.761,offline
2018-04-23 18:54:50.761,offline
2018-04-23 18:55:00.761,offline
2018-04-23 18:55:10.761,offline
2018-04-23 18:55:20.761,offline
2018-04-23 18:55:30.761,offline
2018-04-23 18:55:40.761,offline
2018-04-23 18:55:50.761,offline
2018-04-23 18:56:00.761,offline
2018-04-23 18:56:10.761,offline
2018-04-23 18:56:20.761,offline
2018-04-23 18:56:30.761,offline
2018-04-23 18:56:40.761,offline
2018-04-23 18:56:50.761,offline
2018-04-23 18:57:00.761,offline
2018-04-23 18:57:10.761,offline
2018-04-23 18:57:20.761,offline
2018-04-23 18:57:30.761,offline
2018-04-23 18:57:40.761,offline
2018-04-23 18:57:50.761,offline
2018-04-23 18:58:00.761,offline
2018-04-23 18:58:10.761,offline
2018-04-23 18:58:20.761,offline
2018-04-23 18:58:30.761,offline
2018-04-23 18:58:40.761,offline
2018-04-23 18:58:50.761,offline
2018-04-23 18:59:00.761,offline
2018-04-23 18:59:10.761,offline
2018-04-23 18:59:20.761,offline
2018-04-23 18:59:30.761,offline
2018-04-23 18:59:40.761,offline
2018-04-23 18:59:50.761,offline
2018-04-23 19:00:00.761,offline
2018-04-23 19:00:10.761,offline
2018-04-23 19:00:20.761,offline
2018-04-23 19:00:30.761,offline
2018-04-23 19:00:40.761,offline
2018-04-23 19:00:50.761,offline
2018-04-23 19:01:00.761,offline
2018-04-23 19:01:10.761,offline
2018-04-23 19:01:20.761,offline
2018-04-23 19:01:30.761,offline
2018-04-23 19:01:40.761,offline
2018-04-23 19:01:50.761,offline
2018-04-23 19:02:00.761,offline
2018-04-23 19:02:10.761,offline
2018-04-23 19:02:20.761,offline
2018-04-23 19:02:30.761,offline
2018-04-23 19:02:40.761,offline
2018-04-23 19:02:50.761,offline
2018-04-23 19:03:00.761,offline
2018-04-23 19:03:10.761,offline
2018-04-23 19:03:20.761,offline
2018-04-23 19:03:30.761,offline
2018-04-23 19:03:40.761,offline
2018-04-23 19:03:50.761,offline
2018-04-23 19:04:00.761,offline
2018-04-23 19:04:10.761,offline
2018-04-23 19:04:20.761,offline
2018-04-23 19:04:30.761,offline
2018-04-23 19:04:40.761,offline
2018-04-23 19:04:50.761,offline
2018-04-23 19:05:00.761,offline
2018-04-23 19:05:10.761,offline
2018-04-23 19:05:20.761,offline
2018-04-23 19:05:30.761,offline
2018-04-23 19:05:40.761,offline
2018-04-23 19:05:50.761,offline
2018-04-23 19:06:00.761,offline
2018-04-23 19:06:10.761,offline
2018-04-23 19:06:20.761,offline
2018-04-23 19:06:30.761,offline
2018-04-23 19:06:40.761,offline
2018-04-23 19:06:50.761,offline
2018-04-23 19:07:00.761,offline
2018-04-23 19:07:10.761,offline
2018-04-23 19:07:20.761,offline
2018-04-23 19:07:30.761,offline
2018-04-23 19:07:40.761,offline
2018-04-23 19:07:50.761,offline
2018-04-23 19:08:00.761,offline
2018-04-23 19:08:10.761,offline
2018-04-23 19:08:20.761,offline
2018-04-23 19:08:30.761,offline
2018-04-23 19:08:40.761,offline
2018-04-23 19:08:50.761,offline
2018-04-23 19:09:00.761,offline
2018-04-23 19:09:10.761,offline
2018-04-23 19:09:20.761,offline
2018-04-23 19:09:30.761,offline
2018-04-23 19:09:40.761,offline
2018-04-23 19:09:50.761,offline
2018-04-23 19:10:00.761,offline
2018-04-23 19:10:10.761,offline
2018-04-23 19:10:27.653,offline
2018-04-23 19:10:47.669,offline
2018-04-23 19:10:57.767,online
2018-04-23 19:11:07.671,online
2018-04-23 19:11:17.671,online
2018-04-23 19:11:27.671,online
2018-04-23 19:11:37.781,online
2018-04-23 19:11:47.712,online
2018-04-23 19:11:57.678,online
2018-04-23 19:12:07.676,online
2018-04-23 19:12:17.707,online
2018-04-23 19:12:37.667,offline
2018-04-23 19:12:47.781,online
2018-04-23 19:12:57.794,online
2018-04-23 19:13:07.673,online
2018-04-23 19:13:17.670,online
2018-04-23 19:13:27.843,online
2018-04-23 19:13:37.770,online
2018-04-23 19:13:47.820,online
2018-04-23 19:13:58.775,online
2018-04-23 19:14:07.797,online
2018-04-23 19:14:17.747,online
2018-04-23 19:14:27.672,online
2018-04-23 19:14:37.671,online
2018-04-23 19:14:47.675,online
2018-04-23 19:14:57.831,online
2018-04-23 19:15:07.683,online
2018-04-23 19:15:17.675,online
2018-04-23 19:15:27.929,online
2018-04-23 19:15:47.666,offline
2018-04-23 19:15:57.771,online
2018-04-23 19:16:07.670,online
2018-04-23 19:16:17.775,online
2018-04-23 19:16:27.672,online
2018-04-23 19:16:37.675,online
2018-04-23 19:16:47.673,online
2018-04-23 19:17:07.668,offline
2018-04-23 19:17:27.668,offline
2018-04-23 19:17:47.668,offline
2018-04-23 19:18:07.667,offline
2018-04-23 19:18:27.668,offline
2018-04-23 19:18:47.667,offline
2018-04-23 19:19:07.669,offline
2018-04-23 19:19:27.621,offline
2018-04-23 19:19:47.668,offline
2018-04-23 19:20:07.668,offline
2018-04-23 19:20:27.668,offline
2018-04-23 19:20:47.660,offline
2018-04-23 19:21:07.667,offline
2018-04-23 19:21:27.667,offline
2018-04-23 19:21:47.668,offline
2018-04-23 19:21:57.674,online
2018-04-23 19:22:07.727,online
2018-04-23 19:22:17.673,online
2018-04-23 19:22:37.650,offline
2018-04-23 19:22:48.519,online
2018-04-23 19:22:57.703,online
2018-04-23 19:23:07.768,online
2018-04-23 19:23:17.850,online
2018-04-23 19:23:27.675,online
2018-04-23 19:23:47.668,offline
2018-04-23 19:23:57.800,online
2018-04-23 19:24:07.674,online
2018-04-23 19:24:17.763,online
2018-04-23 19:24:27.797,online
2018-04-23 19:24:37.835,online
2018-04-23 19:24:47.750,online
2018-04-23 19:24:57.800,online
2018-04-23 19:25:07.833,online
2018-04-23 19:25:17.961,online
2018-04-23 19:25:27.804,online
2018-04-23 19:25:37.784,online
2018-04-23 19:25:47.772,online
2018-04-23 19:25:57.787,online
2018-04-23 19:26:07.903,online
2018-04-23 19:26:17.778,online
2018-04-23 19:26:27.810,online
2018-04-23 19:26:37.902,online
2018-04-23 19:26:47.777,online
2018-04-23 19:26:57.813,online
2018-04-23 19:27:07.748,online
2018-04-23 19:27:17.784,online
2018-04-23 19:27:27.715,online
2018-04-23 19:27:37.862,online
2018-04-23 19:27:47.786,online
2018-04-23 19:28:07.667,offline
2018-04-23 19:28:27.667,offline
2018-04-23 19:28:47.668,offline
2018-04-23 19:29:07.668,offline
2018-04-23 19:29:27.668,offline
2018-04-23 19:29:47.660,offline
2018-04-23 19:30:07.668,offline
2018-04-23 19:30:27.668,offline
2018-04-23 19:30:47.667,offline
2018-04-23 19:30:57.672,online
2018-04-23 19:31:07.744,online
2018-04-23 19:31:17.776,online
2018-04-23 19:31:27.670,online
2018-04-23 19:31:37.845,online
2018-04-23 19:31:47.778,online
2018-04-23 19:31:57.711,online
2018-04-23 19:32:07.706,online
2018-04-23 19:32:27.667,offline
2018-04-23 19:32:37.730,online
2018-04-23 19:32:47.670,online
2018-04-23 19:32:57.817,online
2018-04-23 19:33:08.007,online
2018-04-23 19:33:17.736,online
2018-04-23 19:33:27.735,online
2018-04-23 19:33:37.764,online
2018-04-23 19:33:47.700,online
2018-04-23 19:33:57.673,online
2018-04-23 19:34:07.784,online
2018-04-23 19:34:17.671,online
2018-04-23 19:34:27.809,online
2018-04-23 19:34:37.726,online
2018-04-23 19:34:47.814,online
2018-04-23 19:34:57.671,online
2018-04-23 19:35:07.692,online
2018-04-23 19:35:17.778,online
2018-04-23 19:35:27.813,online
2018-04-23 19:35:37.704,online
2018-04-23 19:35:47.783,online
2018-04-23 19:35:57.733,online
2018-04-23 19:36:07.768,online
2018-04-23 19:36:17.800,online
2018-04-23 19:36:27.740,online
2018-04-23 19:36:37.765,online
2018-04-23 19:36:47.806,online
2018-04-23 19:36:57.737,online
2018-04-23 19:37:07.771,online
2018-04-23 19:37:17.793,online
2018-04-23 19:37:37.667,offline
2018-04-23 19:37:47.739,online
2018-04-23 19:37:57.770,online
2018-04-23 19:38:07.809,online
2018-04-23 19:38:17.669,online
2018-04-23 19:38:27.672,online
2018-04-23 19:38:37.673,online
2018-04-23 19:38:47.740,online
2018-04-23 19:39:07.667,offline
2018-04-23 19:39:27.667,offline
2018-04-23 19:39:47.668,offline
2018-04-23 19:40:07.667,offline
2018-04-23 19:40:27.668,offline
2018-04-23 19:40:47.668,offline
2018-04-23 19:41:07.668,offline
2018-04-23 19:41:27.668,offline
2018-04-23 19:41:47.668,offline
2018-04-23 19:42:07.668,offline
2018-04-23 19:42:27.668,offline
2018-04-23 19:42:47.667,offline
2018-04-23 19:43:07.668,offline
2018-04-23 19:43:27.668,offline
2018-04-23 19:43:47.668,offline
2018-04-23 19:44:07.667,offline
2018-04-23 19:44:27.668,offline
2018-04-23 19:44:47.668,offline
2018-04-23 19:45:07.668,offline
2018-04-23 19:45:27.668,offline
2018-04-23 19:45:37.675,online
2018-04-23 19:45:57.669,offline
2018-04-23 19:46:17.667,offline
2018-04-23 19:46:37.668,offline
2018-04-23 19:46:57.667,offline
2018-04-23 19:47:17.668,offline
2018-04-23 19:47:37.667,offline
2018-04-23 19:47:57.668,offline
2018-04-23 19:48:17.668,offline
2018-04-23 19:48:37.668,offline
2018-04-23 19:48:57.661,offline
2018-04-23 19:49:17.667,offline
2018-04-23 19:49:37.669,offline
2018-04-23 19:49:57.668,offline
2018-04-23 19:50:17.668,offline
2018-04-23 19:50:37.668,offline
2018-04-23 19:50:57.668,offline
2018-04-23 19:51:17.668,offline
2018-04-23 19:51:37.668,offline
2018-04-23 19:51:57.668,offline
2018-04-23 19:52:17.668,offline
2018-04-23 19:52:37.641,offline
2018-04-23 19:52:57.650,offline
2018-04-23 19:53:17.669,offline
2018-04-23 19:53:37.667,offline
2018-04-23 19:53:57.669,offline
2018-04-23 19:54:17.667,offline
2018-04-23 19:54:37.669,offline
2018-04-23 19:54:57.668,offline
2018-04-23 19:55:17.669,offline
2018-04-23 19:55:37.668,offline
2018-04-23 19:55:57.667,offline
2018-04-23 19:56:17.668,offline
2018-04-23 19:56:37.667,offline
2018-04-23 19:56:57.668,offline
2018-04-23 19:57:17.668,offline
2018-04-23 19:57:37.640,offline
2018-04-23 19:57:57.667,offline
2018-04-23 19:58:17.668,offline
2018-04-23 19:58:37.668,offline
2018-04-23 19:58:57.668,offline
2018-04-23 19:59:17.668,offline
2018-04-23 19:59:37.667,offline
2018-04-23 19:59:57.668,offline
2018-04-23 20:00:17.667,offline
2018-04-23 20:00:37.668,offline
2018-04-23 20:00:57.668,offline
2018-04-23 20:01:17.668,offline
2018-04-23 20:01:27.764,online
2018-04-23 20:01:37.671,online
2018-04-23 20:01:57.660,offline
2018-04-23 20:02:07.728,online
2018-04-23 20:02:17.671,online
2018-04-23 20:02:27.677,online
2018-04-23 20:02:37.724,online
2018-04-23 20:02:47.759,online
2018-04-23 20:02:57.698,online
2018-04-23 20:03:07.727,online
2018-04-23 20:03:17.725,online
2018-04-23 20:03:27.671,online
2018-04-23 20:03:37.710,online
2018-04-23 20:03:47.751,online
2018-04-23 20:03:57.671,online
2018-04-23 20:04:07.714,online
2018-04-23 20:04:17.745,online
2018-04-23 20:04:27.686,online
2018-04-23 20:04:37.671,online
2018-04-23 20:04:47.754,online
2018-04-23 20:04:57.985,online
2018-04-23 20:05:07.670,online
2018-04-23 20:05:17.671,online
2018-04-23 20:05:27.671,online
2018-04-23 20:05:37.671,online
2018-04-23 20:05:47.672,online
2018-04-23 20:05:57.674,online
2018-04-23 20:06:07.721,online
2018-04-23 20:06:17.755,online
2018-04-23 20:06:27.688,online
2018-04-23 20:06:37.725,online
2018-04-23 20:06:47.761,online
2018-04-23 20:06:57.671,online
2018-04-23 20:07:07.672,online
2018-04-23 20:07:17.672,online
2018-04-23 20:07:27.697,online
2018-04-23 20:07:37.677,online
2018-04-23 20:07:47.672,online
2018-04-23 20:07:57.685,online
2018-04-23 20:08:07.721,online
2018-04-23 20:08:17.767,online
2018-04-23 20:08:27.702,online
2018-04-23 20:08:37.723,online
2018-04-23 20:08:47.758,online
2018-04-23 20:08:57.710,online
2018-04-23 20:09:07.678,online
2018-04-23 20:09:17.735,online
2018-04-23 20:09:27.749,online
2018-04-23 20:09:37.697,online
2018-04-23 20:09:47.743,online
2018-04-23 20:09:57.787,online
2018-04-23 20:10:07.713,online
2018-04-23 20:10:17.673,online
2018-04-23 20:10:27.666,online
2018-04-23 20:10:37.702,online
2018-04-23 20:10:47.761,online
2018-04-23 20:10:57.670,online
2018-04-23 20:11:07.706,online
2018-04-23 20:11:17.744,online
2018-04-23 20:11:27.704,online
2018-04-23 20:11:47.667,offline
2018-04-23 20:11:57.710,online
2018-04-23 20:12:07.743,online
2018-04-23 20:12:17.781,online
2018-04-23 20:12:27.709,online
2018-04-23 20:12:37.675,online
2018-04-23 20:12:47.671,online
2018-04-23 20:13:07.667,offline
2018-04-23 20:13:17.681,online
2018-04-23 20:13:37.668,offline
2018-04-23 20:13:47.702,online
2018-04-23 20:13:57.737,online
2018-04-23 20:14:07.766,online
2018-04-23 20:14:17.696,online
2018-04-23 20:14:28.285,online
2018-04-23 20:14:37.787,online
2018-04-23 20:14:47.719,online
2018-04-23 20:14:57.755,online
2018-04-23 20:15:07.687,online
2018-04-23 20:15:17.823,online
2018-04-23 20:15:27.767,online
2018-04-23 20:15:37.691,online
2018-04-23 20:15:47.727,online
2018-04-23 20:15:57.764,online
2018-04-23 20:16:07.700,online
2018-04-23 20:16:17.670,online
2018-04-23 20:16:27.680,online
2018-04-23 20:16:37.715,online
2018-04-23 20:16:47.737,online
2018-04-23 20:16:57.792,online
2018-04-23 20:17:07.719,online
2018-04-23 20:17:17.753,online
2018-04-23 20:17:27.797,online
2018-04-23 20:17:37.730,online
2018-04-23 20:17:47.761,online
2018-04-23 20:17:57.689,online
2018-04-23 20:18:07.731,online
2018-04-23 20:18:17.660,online
2018-04-23 20:18:27.693,online
2018-04-23 20:18:37.749,online
2018-04-23 20:18:47.777,online
2018-04-23 20:18:57.697,online
2018-04-23 20:19:07.738,online
2018-04-23 20:19:17.733,online
2018-04-23 20:19:27.760,online
2018-04-23 20:19:37.673,online
2018-04-23 20:19:47.675,online
2018-04-23 20:19:57.667,online
2018-04-23 20:20:07.696,online
2018-04-23 20:20:17.733,online
2018-04-23 20:20:37.668,offline
2018-04-23 20:20:47.730,online
2018-04-23 20:20:57.770,online
2018-04-23 20:21:07.702,online
2018-04-23 20:21:17.675,online
2018-04-23 20:21:27.790,online
2018-04-23 20:21:37.720,online
2018-04-23 20:21:47.671,online
2018-04-23 20:21:57.790,online
2018-04-23 20:22:07.723,online
2018-04-23 20:22:17.758,online
2018-04-23 20:22:27.671,online
2018-04-23 20:22:37.727,online
2018-04-23 20:22:47.671,online
2018-04-23 20:22:57.675,online
2018-04-23 20:23:07.674,online
2018-04-23 20:23:17.675,online
2018-04-23 20:23:27.698,online
2018-04-23 20:23:37.754,online
2018-04-23 20:23:47.786,online
2018-04-23 20:23:57.734,online
2018-04-23 20:24:07.751,online
2018-04-23 20:24:17.777,online
2018-04-23 20:24:27.672,online
2018-04-23 20:24:37.671,online
2018-04-23 20:24:57.668,offline
2018-04-23 20:25:07.784,online
2018-04-23 20:25:27.660,offline
2018-04-23 20:25:37.671,online
2018-04-23 20:25:47.746,online
2018-04-23 20:25:57.781,online
2018-04-23 20:26:07.714,online
2018-04-23 20:26:17.743,online
2018-04-23 20:26:27.776,online
2018-04-23 20:26:37.711,online
2018-04-23 20:26:47.748,online
2018-04-23 20:26:57.779,online
2018-04-23 20:27:17.667,offline
2018-04-23 20:27:27.743,online
2018-04-23 20:27:37.780,online
2018-04-23 20:27:47.703,online
2018-04-23 20:27:57.739,online
2018-04-23 20:28:07.772,online
2018-04-23 20:28:17.706,online
2018-04-23 20:28:27.739,online
2018-04-23 20:28:37.774,online
2018-04-23 20:28:47.729,online
2018-04-23 20:28:57.761,online
2018-04-23 20:29:07.698,online
2018-04-23 20:29:17.734,online
2018-04-23 20:29:27.671,online
2018-04-23 20:29:37.714,online
2018-04-23 20:29:47.745,online
2018-04-23 20:29:57.690,online
2018-04-23 20:30:07.769,online
2018-04-23 20:30:17.665,online
2018-04-23 20:30:27.654,online
2018-04-23 20:30:37.675,online
2018-04-23 20:30:47.707,online
2018-04-23 20:30:57.739,online
2018-04-23 20:31:07.670,online
2018-04-23 20:31:17.705,online
2018-04-23 20:31:37.640,offline
2018-04-23 20:31:47.722,online
2018-04-23 20:31:57.759,online
2018-04-23 20:32:07.674,online
2018-04-23 20:32:17.727,online
2018-04-23 20:32:27.767,online
2018-04-23 20:32:37.672,online
2018-04-23 20:32:57.667,offline
2018-04-23 20:33:07.716,online
2018-04-23 20:33:17.750,online
2018-04-23 20:33:27.796,online
2018-04-23 20:33:38.696,online
2018-04-23 20:33:47.666,online
2018-04-23 20:33:58.039,online
2018-04-23 20:34:07.668,online
2018-04-23 20:34:17.671,online
2018-04-23 20:34:27.760,online
2018-04-23 20:34:37.790,online
2018-04-23 20:34:47.985,online
2018-04-23 20:34:57.850,online
2018-04-23 20:35:07.669,online
2018-04-23 20:35:17.764,online
2018-04-23 20:35:27.803,online
2018-04-23 20:35:37.832,online
2018-04-23 20:35:47.767,online
2018-04-23 20:35:57.810,online
2018-04-23 20:36:07.851,online
2018-04-23 20:36:17.774,online
2018-04-23 20:36:27.825,online
2018-04-23 20:36:37.752,online
2018-04-23 20:36:47.781,online
2018-04-23 20:36:57.804,online
2018-04-23 20:37:07.753,online
2018-04-23 20:37:17.786,online
2018-04-23 20:37:27.800,online
2018-04-23 20:37:37.755,online
2018-04-23 20:37:47.790,online
2018-04-23 20:37:57.826,online
2018-04-23 20:38:07.757,online
2018-04-23 20:38:17.792,online
2018-04-23 20:38:27.825,online
2018-04-23 20:38:37.772,online
2018-04-23 20:38:47.789,online
2018-04-23 20:39:07.667,offline
2018-04-23 20:39:27.668,offline
2018-04-23 20:39:47.668,offline
2018-04-23 20:40:07.668,offline
2018-04-23 20:40:27.668,offline
2018-04-23 20:40:47.667,offline
2018-04-23 20:41:07.669,offline
2018-04-23 20:41:27.668,offline
2018-04-23 20:41:47.668,offline
2018-04-23 20:42:07.667,offline
2018-04-23 20:42:27.668,offline
2018-04-23 20:42:47.668,offline
2018-04-23 20:43:07.668,offline
2018-04-23 20:43:27.667,offline
2018-04-23 20:43:47.668,offline
2018-04-23 20:44:07.667,offline
2018-04-23 20:44:27.668,offline
2018-04-23 20:44:47.667,offline
2018-04-23 20:45:07.668,offline
2018-04-23 20:45:27.667,offline
2018-04-23 20:45:47.668,offline
2018-04-23 20:46:07.668,offline
2018-04-23 20:46:27.668,offline
2018-04-23 20:46:47.667,offline
2018-04-23 20:47:07.668,offline
2018-04-23 20:47:27.640,offline
2018-04-23 20:47:47.667,offline
2018-04-23 20:48:07.668,offline
2018-04-23 20:48:27.660,offline
2018-04-23 20:48:47.667,offline
2018-04-23 20:49:07.669,offline
2018-04-23 20:49:27.667,offline
2018-04-23 20:49:47.667,offline
2018-04-23 20:50:07.667,offline
2018-04-23 20:50:27.667,offline
2018-04-23 20:50:47.668,offline
2018-04-23 20:51:07.668,offline
2018-04-23 20:51:27.668,offline
2018-04-23 20:51:47.667,offline
2018-04-23 20:52:07.669,offline
2018-04-23 20:52:27.650,offline
2018-04-23 20:52:47.669,offline
2018-04-23 20:53:07.667,offline
2018-04-23 20:53:27.669,offline
2018-04-23 20:53:47.667,offline
2018-04-23 20:54:07.667,offline
2018-04-23 20:54:27.668,offline
2018-04-23 20:54:47.667,offline
2018-04-23 20:55:07.668,offline
2018-04-23 20:55:27.667,offline
2018-04-23 20:55:47.668,offline
2018-04-23 20:56:07.668,offline
2018-04-23 20:56:27.667,offline
2018-04-23 20:56:47.667,offline
2018-04-23 20:57:07.668,offline
2018-04-23 20:57:27.669,offline
2018-04-23 20:57:47.667,offline
2018-04-23 20:58:07.668,offline
2018-04-23 20:58:27.668,offline
2018-04-23 20:58:47.630,offline
2018-04-23 20:59:07.668,offline
2018-04-23 20:59:27.640,offline
2018-04-23 20:59:47.668,offline
2018-04-23 21:00:07.660,offline
2018-04-23 21:00:27.667,offline
2018-04-23 21:00:47.660,offline
2018-04-23 21:01:07.668,offline
2018-04-23 21:01:27.668,offline
2018-04-23 21:01:47.667,offline
2018-04-23 21:02:07.667,offline
2018-04-23 21:02:27.668,offline
2018-04-23 21:02:47.620,offline
2018-04-23 21:03:07.669,offline
